Karmn,Name,Comp,GJ,RA_J2016_deg,DE_J2016_deg,RA_J2000,DE_J2000,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,Ref04,R_Rsol,eR_Rsol,Ref05,M_Msol,eM_Msol,Ref06,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref07,pi_mas,epi_mas,Ref08,d_pc,ed_pc,Ref09,Vr_kms-1,eVr_kms-1,Ref10,ruwe,Ref11,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref12,sa_m/s/a,esa_m/s/a,Ref13,SKG,Ref14,SKG_lit,Ref14_lit,Pop,Ref15,vsini_flag,vsini_kms-1,evsini_kms-1,Ref16,P_d,eP_d,Ref17,pEWHalpha_A,epEWHalpha_A,Ref18,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref19,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref20,Activity,Ref21,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref22,u_mag,eu_mag,Ref23,BT_mag,eBT_mag,Ref24,B_mag,eB_mag,Ref25,BP_mag,eBP_mag,Ref26,g_mag,eg_mag,Ref27,VT_mag,eVT_mag,Ref28,V_mag,eV_mag,Ref29,Ra_mag,Ref30,r_mag,er_mag,Ref31,GG_mag,eGG_mag,Ref32,i_mag,ei_mag,Ref33,RP_mag,eRP_mag,Ref34,IN_mag,Ref35,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Ref36,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref37,Multiplicity,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref38,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref39,CloseCompanionSpT,RV,Planet,Ref40,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,Class,Survey,Notes,Gaia_id_1,2MASS_id,TIC_id,Teff_min_K,Teff_max_K,logg_min,logg_max,is_GTO,rv_file,lc_file,has_rv,has_lc,InstBand_nominal,InstBand_ranged
J16327+126,GJ 1203,-,1203,248.184814303614,12.6121717790374,16:32:45.19,+12:36:46.0,28.7396086673543,36.418249106048,EDR3,M3.0 V,3.0,PMSU,3486.0,21.0,4.92,0.09,-0.19,0.07,Marf21,0.0211918,0.0001034,Karmn,0.3991,0.00491,Karmn,0.3971,0.0114,Karmn,-764.875944689677,0.036809698,-136.105196548516,0.02906652,EDR3,54.0197043635688,0.043562885,EDR3,18.51176366,0.01492836,EDR3,-33.0711886813712,0.0250250137699818,Lafa20,1.3145455,EDR3,-33.89047,0.02396,-62.79056,0.03584,25.50305,0.04251,Karmn,0.2338131815192687,0.0140352903137874,Wol17,,,,,TD-D,Karmn,<,2.0,,Rein18,,,,0.108,0.014,Sche19,,,,,,,,,,,,,,,,,,,,22.304,0.429,GALEX,15.987,0.009,SDSS9,,,,13.566,0.01,UCAC4,12.3678,0.0029,EDR3,12.794,0.05,UCAC4,12.187,0.007,TYC2,12.125,0.02,UCAC4,11.753,UCAC4,11.555,0.02,UCAC4,11.0724,0.0028,EDR3,10.282,0.01,UCAC4,9.9417,0.0038,EDR3,9.771,Koe10,8.429,0.019,7.902,0.024,7.675,0.024,AAA,2M,7.55,0.031,7.397,0.02,7.328,0.018,7.233,0.112,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE FEROS,,FastCam,Alpha,GTO,,4459548626016199168,16324524+1236460,148077721,3465.0,3507.0,4.83,5.01,True,../data/CARMENES_GTO_RVsJ16327+126.dat,,True,False,He3-burning,He3-burning
J16303-126,V2306 Oph,-,628,247.574814162493,-12.667851080811,16:30:18.06,-12:39:45.3,3.3468663404746,23.6770604277943,EDR3,M3.5 V,3.5,PMSU,3426.0,33.0,4.89,0.1,-0.15,0.11,Marf21,0.0109137,7.718e-05,Karmn,0.29653,0.00581,Karmn,0.289,0.011,Karmn,-94.2095949944127,0.03089707,-1183.91715758846,0.021104315,EDR3,232.138980839741,0.026823945,EDR3,4.30776424,0.00049777,EDR3,-21.216,0.0006,Sou18,1.1489384,EDR3,-12.91678,0.00101,-21.14161,0.00224,-20.60377,0.00167,Karmn,0.1394857869544774,0.0002946487152113,Wol17,LA,Karmn,,,YD,Karmn,<,2.0,,Rein18,119.0,1.0,DA19,0.007,0.012,Sche19,,,,J163017.6-123936,0.0474,0.0111,-0.96,0.15,1.0,8.44,1.53,0.36,7.388479962921588e-05,0.04,1RXS*,Flare?,Agr86,,,,,,14.697,0.006,SDSS9,12.342,0.174,TYC2,11.683,0.06,UCAC4,10.3223,0.0032,EDR3,10.845,0.07,UCAC4,10.335,0.04,TYC2,10.101,0.03,UCAC4,10.04,UCAC4,9.577,0.02,UCAC4,8.8019,0.0028,EDR3,8.138,0.02,UCAC4,7.5907,0.0038,EDR3,8.455,US-B1,5.95,0.024,5.373,0.04,5.075,0.024,AAA,2M,4.971,0.176,4.572,0.094,4.688,0.015,4.554,0.033,BAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,Yes,Wri16,3.0,,FEROS,,(FastCam) [WD15],Alpha,GTO,,4330690742322011520,16301808-1239434,413948621,3393.0,3459.0,4.79,4.989999999999999,True,../data/CARMENES_GTO_RVsJ16303-126.dat,,True,False,He3-burning,He3-burning
J16102-193,K2-33,-,,242.561362077469,-19.3193864028063,16:10:14.74,-19:19:09.4,354.420371203117,23.1004783053783,EDR3,M3.0 V,3.0,Davi16,3575.0,55.0,4.48,0.19,-0.02,0.07,Marf21,0.102624,0.001085,Karmn,0.8351,0.0261,Karmn,0.8572,0.0319,Karmn,-9.59231230051326,0.028285926,-23.9637899528195,0.021090338,EDR3,7.19289514785724,0.023388652,EDR3,139.02607774,0.45206172,EDR3,-7.00194531492028,0.0305346645507313,Lafa20,1.2156564,EDR3,-5.61781,0.03133,-15.44802,0.0443,-8.25954,0.03986,Karmn,0.0022755456633509,0.0003332407109534,Wol17,LA,Karmn,,,YD,Karmn,=,7.3,1.5,Rein18,6.263700008392334,,CC21,-1.43,0.05,Sche19,-4.115,0.014,Sche19,,,,,,,,,,,,,,,,,,,,19.551,0.046,SDSS9,,,,17.353,0.14,UCAC4,15.7329,0.0048,EDR3,16.403,0.02,UCAC4,,,,15.714,0.01,UCAC4,,,14.822,0.02,UCAC4,14.1335,0.0029,EDR3,13.404,0.08,UCAC4,12.9124,0.0041,EDR3,,,11.095,0.023,10.332,0.022,10.026,0.019,AAA,2M,9.89,0.023,9.762,0.021,9.61,0.049,8.412,,AAAU,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,Yes,Davi16,1.0,,,,,Gamma+,GTO,,6245758900889486720,16101473-1919095,49040478,3520.0,3630.0,4.29,4.670000000000001,True,../data/CARMENES_GTO_RVsJ16102-193.dat,,True,False,none,He3-burning
J16092+093,G 137-084,-,,242.316234940901,9.35306799512982,16:09:16.27,+09:21:07.5,21.7794958233296,40.1601402326403,EDR3,M3.0 V,3.0,Lep13,3517.0,18.0,5.06,0.1,-0.01,0.04,Marf21,0.0169734,9.729e-05,Karmn,0.35091,0.00373,Karmn,0.3462,0.0104,Karmn,-341.057147595284,0.022357522,218.64323433013,0.020458603,EDR3,73.7177920725511,0.024681067,EDR3,13.56524622,0.00454171,EDR3,-45.1349449158518,0.0250403038197887,Lafa20,1.3463448,EDR3,-48.40408,0.01821,-16.94001,0.00926,-9.27018,0.01701,Karmn,0.0413182717791879,0.0017137781974024,Wol17,HS,Karmn,,,D,Karmn,<,2.0,,Rein18,,,,-0.055,0.009,Sche19,,,,,,,,,,,,,,,,,,,,,,,15.61,0.007,SDSS9,,,,13.122,0.01,UCAC4,12.0061,0.0033,EDR3,12.495,0.001,SDSS9,,,,11.729,0.01,UCAC4,11.506,UCAC3,11.163,0.035,CMC15,10.6597,0.0028,EDR3,9.737,0.001,SDSS9,9.5103,0.0039,EDR3,8.71,US-B1,7.969,0.023,7.346,0.042,7.136,0.016,AAA,2M,6.997,0.031,6.85,0.018,6.803,0.013,6.599,0.075,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE FEROS,,FastCam,Alpha,GTO,,4453239765733463936,16091625+0921077,277549382,3499.0,3535.0,4.96,5.159999999999999,True,../data/CARMENES_GTO_RVsJ16092+093.dat,,True,False,He3-burning,He3-burning
J15598-082,BD-07 4156,-,606,239.973332817202,-8.25331951875189,15:59:53.38,-08:15:11.5,1.98040030784,32.2724887661909,EDR3,M1.0 V,1.0,PMSU,3707.0,14.0,5.05,0.07,-0.02,0.04,Marf21,0.0383089,0.0002637,Karmn,0.47452,0.00394,Karmn,0.4767,0.0118,Karmn,202.442544769492,0.028019138,-25.6256439165019,0.01855946,EDR3,75.2940942665796,0.02317745,EDR3,13.28125412,0.00408831,EDR3,-17.126,0.0009,Sou18,1.3153642,EDR3,-8.9152,0.0019,6.56481,0.00296,-18.32422,0.00293,Karmn,0.0127006669676263,6.736888258287086e-05,Wol17,,,,,D,Karmn,<,2.0,,Rein18,20.0,2.0,SM18,-0.142,0.01,Sche19,,,,J155951.9-081502,0.0523,0.0198,-0.73,0.38,-0.07,2.16,2.32,0.88,0.0003447957407777,0.33,1RXS*,,,,,,,,,,,12.546,0.231,TYC2,11.992,0.01,UCAC4,10.7265,0.0029,EDR3,11.267,0.0,UCAC4,10.729,0.06,TYC2,10.537,0.06,UCAC4,10.067,UCAC3,10.18,0.01,UCAC4,9.6012,0.0028,EDR3,8.936,0.09,UCAC4,8.5458,0.0038,EDR3,8.87,US-B1,7.185,0.03,6.601,0.047,6.343,0.029,AAA,2M,6.21,0.106,6.06,0.035,6.091,0.025,5.985,0.048,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS+UVES,No,,0.0,,CAFE FEROS,,FastCam [WD15],Alpha,GTO,,4347870370990204928,15595337-0815114,49511355,3693.0,3721.0,4.98,5.12,True,../data/CARMENES_GTO_RVsJ15598-082.dat,,True,False,He3-burning,He3-burning
J15474-108,LP 743-031,AB,3916,236.850891135985,-10.8981096497804,15:47:24.55,-10:53:47.3,357.214307680043,32.856651621314,EDR3,M2.0 V,2.0,PMSU,3481.0,29.0,5.0,0.14,-0.48,0.11,Marf21,0.0348538,0.0005157,Karmn,0.5133,0.00936,Karmn,0.5176,0.0152,Karmn,-309.006242197607,0.555146719783057,-370.772259159549,0.4997817252924,DR2,62.5154635749115,0.27728462433408,DR2,15.9960423,0.07094975,DR2,-0.88,0.08,Marf21,,,,,,,,,,0.0815073986625562,0.0040229300608676,Wol17,,,,,,,<,3.0,,Jeff18,,,,-0.028,0.018,Sche19,,,,,,,,,,,,,,,,,,,,20.94,0.277,GALEX,,,,13.74,0.416,TYC2,12.81,0.02,UCAC4,11.5151,0.003,EDR3,12.033,0.01,UCAC4,11.228,0.086,TYC2,11.26,0.02,UCAC4,10.956,UCAC4,10.685,0.04,UCAC4,10.2246,0.0028,EDR3,9.503,0.06,UCAC4,9.0811,0.0038,EDR3,9.44,US-B1,7.582,0.029,7.042,0.049,6.743,0.018,AAA,2M,6.594,0.065,6.407,0.024,6.377,0.016,6.296,0.067,AAAA,AllWISE,ST3,,,,,,,,,,Karmn,,CARMENES,No,Zec09,0.0,,FEROS,,FastCam,Delta+,GTO,,6268621389764361344,15472464-1053471,1179015038,3452.0,3510.0,4.86,5.14,True,../data/CARMENES_GTO_RVsJ15474-108.dat,,True,False,He3-burning,He3-burning
J15369-141,Ross 802,-,592,234.242208028633,-14.1366171533531,15:36:58.62,-14:08:01.8,352.348677079454,32.4238101452565,EDR3,M4.0 V,4.0,PMSU,3428.0,33.0,4.75,0.08,-0.06,0.07,Marf21,0.011463,6.34e-05,Karmn,0.3035,0.0059,Karmn,0.2963,0.0111,Karmn,-449.259500577166,0.041283708,-629.425458017095,0.031748403,EDR3,71.4655975707709,0.036207017,EDR3,13.99274664,0.00708922,EDR3,2.09833381929122,0.0240019650180358,Lafa20,1.2846673,EDR3,-0.091,0.02218,-50.91093,0.01894,-6.61019,0.02031,Karmn,0.1798345454807297,0.0092035931196028,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.083,0.013,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.307,0.05,UCAC4,12.9513,0.0036,EDR3,13.422,0.0,UCAC4,,,,12.726,0.05,UCAC4,12.492,UCAC3,12.125,0.03,UCAC4,11.3691,0.0032,EDR3,10.613,0.01,UCAC4,10.1396,0.004,EDR3,10.0,US-B1,8.432,0.021,7.871,0.036,7.572,0.023,AAA,2M,7.409,0.028,7.255,0.02,7.147,0.017,6.966,0.096,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,FEROS,,FastCam,Alpha,GTO,,6265472113586221696,15365868-1408006,471012749,3395.0,3461.0,4.67,4.83,True,../data/CARMENES_GTO_RVsJ15369-141.dat,,True,False,He3-burning,He3-burning
J15305+094,NLTT 40406,-,,232.625560005462,9.43455138509941,15:30:30.33,+09:26:01.4,15.356412615679,48.5550564646329,EDR3,M5.5 V,5.5,AF15a,3073.0,15.0,5.16,0.05,-0.29,0.08,Marf21,0.0013037,7.733e-06,Karmn,0.1274,0.0013,Karmn,0.11037,0.00801,Karmn,-178.853035043458,0.04305351,183.898017772102,0.038033824,EDR3,116.04245757212,0.04350852,EDR3,8.61753552,0.00323103,EDR3,1.43383154450981,0.0519306247372745,Lafa20,1.4578861,EDR3,-7.12124,0.03324,0.87934,0.00964,7.77112,0.03899,Karmn,0.0126444092900353,0.0006490586548312,Wol17,,,,,D,Karmn,=,16.3,1.6,Rein18,0.3048,0.0006,DA19,-4.2,0.05,Sche19,-3.957,0.005,Sche19,,,,,,,,,,,,,RV-loud,Sad21,,,21.031,0.371,GALEX,18.989,0.025,SDSS9,,,,17.181,0.01,UCAC4,15.396,0.0039,EDR3,15.983,0.01,UCAC4,,,,15.13,0.01,UCAC4,14.852,UCAC4,14.462,0.01,UCAC4,13.0703,0.0028,EDR3,12.196,0.15,UCAC4,11.6908,0.0039,EDR3,10.8,US-B1,9.569,0.025,9.006,0.025,8.661,0.025,AAA,2M,8.434,0.023,8.229,0.02,8.029,0.019,8.135,0.18,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,CAFOS,,,FastCam,Beta,GTO,,1165479168642900992,15303032+0926014,393018418,3058.0,3088.0,5.11,5.21,True,../data/CARMENES_GTO_RVsJ15305+094.dat,,True,False,none,none
J15194-077,HO Lib,-,581,229.856301333292,-7.7227070241579,15:19:26.83,-07:43:20.2,354.072159550691,40.022187311746,EDR3,M3.0 V,3.0,PMSU,3500.0,26.0,4.97,0.11,-0.08,0.07,Marf21,0.012365,6.789e-05,Karmn,0.30242,0.00457,Karmn,0.2951,0.0104,Karmn,-1221.27762896537,0.03665181,-97.2292386185803,0.026740635,EDR3,158.718272964632,0.030101538,EDR3,6.30047178,0.00119491,EDR3,-9.421,0.0099,Sou18,1.3033525,EDR3,-25.06602,0.00839,-25.6517,0.00477,11.89041,0.00741,Karmn,0.2174295539243947,0.0004830426080283,Wol17,,,,,YD,Karmn,<,2.0,,Rein18,132.5,6.3,SM15,0.0,,Sche19,,,,,,,,,,,,,,,,Flare?,Mul89,,,,,,,,,12.086,0.172,TYC2,12.137,0.01,UCAC4,10.8134,0.0033,EDR3,11.367,0.16,UCAC4,10.742,0.077,TYC2,10.56,0.02,UCAC4,10.273,UCAC4,10.025,0.05,UCAC4,9.4218,0.0028,EDR3,8.691,0.05,UCAC4,8.2518,0.0038,EDR3,,,6.706,0.026,6.095,0.033,5.837,0.023,AAA,2M,5.743,0.094,5.42,0.028,5.478,0.014,5.35,0.038,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,Yes,Bon05 May09 Udr07,3.0,,CAFE FEROS,,(FastCam) [WD15],Alpha,GTO,,6322070093095493504,15192689-0743200,36853511,3474.0,3526.0,4.859999999999999,5.08,True,../data/CARMENES_GTO_RVsJ15194-077.dat,,True,False,He3-burning,He3-burning
J15095+031,Ross 1047,-,3892,227.395620874124,3.16895907315748,15:09:35.59,+03:10:00.6,3.00504867776504,49.2206352496113,EDR3,M3.0 V,3.0,PMSU,3545.0,17.0,4.86,0.09,-0.08,0.07,Marf21,0.0258947,0.0001267,Karmn,0.4266,0.00422,Karmn,0.4261,0.0114,Karmn,-602.121936087132,0.02015625,481.240763524955,0.018568262,EDR3,68.4504412275353,0.019924864,EDR3,14.60910963,0.00425249,EDR3,-32.7860129305582,0.025032814670824,Lafa20,1.0353637,EDR3,-61.70829,0.01838,-3.97449,0.01096,10.03984,0.02034,Karmn,0.1997736057412502,0.0016102848601993,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.05,0.01,Sche19,,,,,,,,,,,,,,,,,,,,,,,15.381,0.005,SDSS9,,,,12.969,0.02,UCAC4,11.7123,0.0034,EDR3,12.201,0.03,UCAC4,11.493,0.007,TYC2,11.464,0.02,UCAC4,11.068,UCAC4,10.897,0.03,UCAC4,10.3781,0.0028,EDR3,9.651,0.03,UCAC4,9.236,0.004,EDR3,9.052,Koe10,7.72,0.024,7.134,0.034,6.858,0.018,AAA,2M,6.733,0.038,6.607,0.02,6.532,0.015,6.385,0.053,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,CAFE FEROS,,FastCam [WD15],Alpha,GTO,,1155276250492687616,15093558+0310007,460418429,3528.0,3562.0,4.7700000000000005,4.95,True,../data/CARMENES_GTO_RVsJ15095+031.dat,,True,False,He3-burning,He3-burning
J15013+055,G 15-2,-,3885,225.334155044865,5.54679427266018,15:01:20.11,+05:32:55.5,3.88068790982624,52.314546907058,EDR3,M3.0 V,3.0,PMSU,3502.0,22.0,4.98,0.09,-0.02,0.05,Marf21,0.0155364,7.788e-05,Karmn,0.33861,0.00434,Karmn,0.3333,0.0106,Karmn,83.4653667188366,0.03461768,-442.629264747459,0.030606596,EDR3,66.5427904210436,0.031414766,EDR3,15.02792404,0.00709466,EDR3,-6.27105658014799,0.0250063324070508,Lafa20,1.3562928,EDR3,16.79085,0.01745,-19.84912,0.01155,-19.82598,0.02068,Karmn,0.0723541589604523,0.0018836198120476,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,-0.054,0.01,Sche19,,,,,,,,,,,,,,,,,,,,21.196,0.229,GALEX,15.712,0.009,SDSS9,,,,13.82,0.06,UCAC4,12.4926,0.0044,EDR3,12.966,0.03,UCAC4,,,,12.265,0.02,UCAC4,11.903,UCAC4,11.642,0.03,UCAC4,11.0747,0.0029,EDR3,10.261,0.05,UCAC4,9.9047,0.004,EDR3,10.73,US-B1,8.326,0.018,7.716,0.031,7.432,0.024,AAA,2M,7.288,0.033,7.175,0.02,7.075,0.016,6.899,0.074,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,CAFE FEROS,,FastCam,Alpha,GTO,,1159745146784043264,15012011+0532553,460356719,3480.0,3524.0,4.890000000000001,5.07,True,../data/CARMENES_GTO_RVsJ15013+055.dat,,True,False,He3-burning,He3-burning
J14524+123,G 66-37,-,3871,223.118615680452,12.3914317849697,14:52:28.53,+12:23:32.8,11.4491281906822,58.0676243373865,EDR3,M2.0 V,2.0,PMSU,3703.0,21.0,4.88,0.13,0.04,0.07,Marf21,0.0420048,0.0005728,Karmn,0.49796,0.00659,Karmn,0.5014,0.0133,Karmn,-61.3258219153873,0.020286016,-227.715240154896,0.018821064,EDR3,48.3823716645319,0.016854929,EDR3,20.66868501,0.00720033,EDR3,5.758,0.0022,Sou18,1.1016349,EDR3,12.97326,0.00529,-19.92469,0.00623,1.32565,0.00319,Karmn,0.0263825223243747,0.0004619251891465,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,-0.047,0.009,Sche19,,,,,,,,,,,,,,,,,,,,20.381,0.189,GALEX,15.719,0.007,SDSS9,14.821,0.772,TYC2,13.035,0.03,UCAC4,11.8095,0.0034,EDR3,12.308,0.09,UCAC4,11.933,0.201,TYC2,11.571,0.02,UCAC4,11.169,UCAC4,10.97,0.03,UCAC4,10.5673,0.0028,EDR3,10.123,0.62,UCAC4,9.4586,0.0039,EDR3,10.43,US-B1,7.967,0.02,7.34,0.023,7.115,0.016,AAA,2M,6.864,0.059,6.905,0.02,6.836,0.015,6.625,0.06,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,CAFE FEROS,,,Alpha,GTO,,1181472011945052928,14522854+1223330,229550884,3682.0,3724.0,4.75,5.01,True,../data/CARMENES_GTO_RVsJ14524+123.dat,,True,False,He3-burning,He3-burning
J14342-125,HN Lib,-,555,218.568431756969,-12.5169238535929,14:34:16.81,-12:31:10.4,338.420251581519,43.1573140452653,EDR3,M4.0 V,4.0,PMSU,3347.0,50.0,4.76,0.13,-0.18,0.15,Marf21,0.0101056,6.891e-05,Karmn,0.29897,0.00899,Karmn,0.2914,0.0132,Karmn,-355.138115037755,0.052832775,593.040150754062,0.043415446,EDR3,159.922547782496,0.054619387,EDR3,6.25302694,0.00213564,EDR3,-1.426,0.0057,Sou18,1.4434574,EDR3,-13.86059,0.00509,5.88213,0.00527,13.97003,0.00565,Karmn,0.0690072134886585,0.0004087603615267,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.02,0.011,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.913,0.02,UCAC4,11.5694,0.0033,EDR3,12.062,0.01,UCAC4,11.263,0.006,TYC2,11.3,0.03,UCAC4,11.013,UCAC4,10.726,0.02,UCAC4,9.895,0.003,EDR3,9.023,0.03,UCAC4,8.6462,0.004,EDR3,,,6.838,0.019,6.262,0.044,5.939,0.034,AAA,2M,5.867,0.117,5.498,0.054,5.541,0.015,5.416,0.036,BAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,FEROS,,FastCam [WD15],Alpha,GTO,,6324325225803432320,14341683-1231106,294401924,3297.0,3397.0,4.63,4.89,True,../data/CARMENES_GTO_RVsJ14342-125.dat,,True,False,He3-burning,He3-burning
J14321+081,LP 560-035,-,,218.03330657727,8.19205834551963,14:32:08.51,+08:11:31.2,359.151073835351,59.5660118941144,EDR3,M6.0 V,6.0,New14,3161.0,86.0,5.04,0.21,-0.08,0.32,Marf21,0.001807,9.908e-06,Karmn,0.14174,0.00772,Karmn,0.1255,0.0114,Karmn,-477.09608629917,0.043525826,10.0593471604384,0.03941472,EDR3,78.5612653681849,0.039420277,EDR3,12.72891921,0.00638709,EDR3,-22.0213131754267,0.0335786129209061,Lafa20,1.4021157,EDR3,-30.3266,0.01958,-18.22738,0.00979,-7.88312,0.02949,Karmn,0.0489716084147181,0.0032196211622037,Wol17,HS,Karmn,,,YD,Karmn,=,6.3,1.5,Rein18,,,,-5.11,0.07,Sche19,-4.132,0.006,Sche19,,,,,,,,,,,,,RV-loud,Sad21,,,21.669,0.346,GALEX,19.065,0.022,SDSS9,,,,17.678,0.13,UCAC4,15.9564,0.0043,EDR3,16.479,0.03,UCAC4,,,,15.689,0.01,UCAC4,15.308,UCAC4,15.075,0.04,UCAC4,13.6525,0.0029,EDR3,12.885,0.12,UCAC4,12.2766,0.004,EDR3,11.36,US-B1,10.108,0.024,9.529,0.022,9.166,0.021,AAA,2M,8.958,0.022,8.763,0.019,8.568,0.026,8.431,0.268,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,,,FastCam,Beta,GTO,,1172618435080418176,14320849+0811313,349568452,3075.0,3247.0,4.83,5.25,True,../data/CARMENES_GTO_RVsJ14321+081.dat,,True,False,none,none
J14310-122,Wolf 1478,-,553.1,217.752979681506,-12.2978696794983,14:31:01.16,-12:17:46.0,337.643880799882,43.761204570053,EDR3,M3.5 V,3.5,PMSU,3450.0,28.0,4.79,0.08,-0.15,0.07,Marf21,0.0125335,8.254e-05,Karmn,0.31337,0.00519,Karmn,0.3066,0.0108,Karmn,-408.104478732588,0.037082322,-398.694952530507,0.02983701,EDR3,91.8962371374594,0.035875946,EDR3,10.88183838,0.00424823,EDR3,-2.08470522608926,0.0250543382947175,Lafa20,1.4235469,EDR3,-8.03293,0.01786,-27.69278,0.01054,-6.25356,0.01832,Karmn,0.0794736955993469,0.0035502902724563,Wol17,LA,Karmn,,,YD,Karmn,<,2.0,,Rein18,,,,0.002,0.014,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.533,0.028,APASS9,12.1689,0.003,EDR3,12.663,0.005,PS1,11.906,0.006,TYC2,11.934,0.02,APASS9,11.647,UCAC4,11.246,0.008,PS1,10.6678,0.0028,EDR3,9.863,0.005,PS1,9.4677,0.0038,EDR3,9.257,Koe10,7.803,0.026,7.259,0.049,6.961,0.021,AAA,2M,6.807,0.057,6.569,0.025,6.547,0.018,6.423,0.057,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS+UVES,No,,0.0,,FEROS,,FastCam [WD15],Alpha,GTO,,6324308389531786112,14310120-1217451,297175954,3422.0,3478.0,4.71,4.87,True,../data/CARMENES_GTO_RVsJ14310-122.dat,,True,False,He3-burning,He3-burning
J14307-086,BD-07 3856,-,553,217.693106432881,-8.64739066537876,14:30:47.72,-08:38:46.8,340.339304305141,46.8823516257662,EDR3,M0.5 V,0.5,Gra03,4037.0,13.0,4.82,0.07,0.01,0.03,Marf21,0.0960121,0.0004884,Karmn,0.63343,0.00439,Karmn,0.644,0.014,Karmn,-1270.99092768413,0.019322453,-238.517085577637,0.016901923,EDR3,63.3625392505407,0.017119363,EDR3,15.78219579,0.00426405,EDR3,-22.475,0.0008,Sou18,1.0979886,EDR3,-70.00572,0.01704,-69.89204,0.01721,8.93411,0.01005,Karmn,0.6073173112864866,0.0023071246119573,Wol17,,,,,TD-D,Karmn,=,2.4,1.5,Rein18,,,,0.168,0.014,Sche19,,,,,,,,,,,,,,,,,,,,18.325,0.03,GALEX,,,,11.267,0.068,TYC2,10.788,0.01,UCAC4,9.6142,0.0033,EDR3,10.511,0.01,UCAC4,9.582,0.026,TYC2,9.736,0.06,UCAC4,9.53,UCAC4,9.272,0.01,UCAC4,8.7209,0.0028,EDR3,8.241,0.03,UCAC4,7.792,0.0038,EDR3,7.73,US-B1,6.616,0.021,6.007,0.044,5.769,0.021,AAA,2M,5.796,0.06,5.628,0.044,5.674,0.02,5.612,0.034,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,,,,Alpha,GTO,,6328672145023976960,14304779-0838465,23741668,4024.0,4050.0,4.75,4.890000000000001,True,../data/CARMENES_GTO_RVsJ14307-086.dat,,True,False,He3-burning,He3-burning
