Karmn,Name,Comp,GJ,RA_J2016_deg,DE_J2016_deg,RA_J2000,DE_J2000,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,Ref04,R_Rsol,eR_Rsol,Ref05,M_Msol,eM_Msol,Ref06,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref07,pi_mas,epi_mas,Ref08,d_pc,ed_pc,Ref09,Vr_kms-1,eVr_kms-1,Ref10,ruwe,Ref11,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref12,sa_m/s/a,esa_m/s/a,Ref13,SKG,Ref14,SKG_lit,Ref14_lit,Pop,Ref15,vsini_flag,vsini_kms-1,evsini_kms-1,Ref16,P_d,eP_d,Ref17,pEWHalpha_A,epEWHalpha_A,Ref18,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref19,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref20,Activity,Ref21,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref22,u_mag,eu_mag,Ref23,BT_mag,eBT_mag,Ref24,B_mag,eB_mag,Ref25,BP_mag,eBP_mag,Ref26,g_mag,eg_mag,Ref27,VT_mag,eVT_mag,Ref28,V_mag,eV_mag,Ref29,Ra_mag,Ref30,r_mag,er_mag,Ref31,GG_mag,eGG_mag,Ref32,i_mag,ei_mag,Ref33,RP_mag,eRP_mag,Ref34,IN_mag,Ref35,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Ref36,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref37,Multiplicity,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref38,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref39,CloseCompanionSpT,RV,Planet,Ref40,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,Class,Survey,Notes,Gaia_id_1,2MASS_id,TIC_id,Teff_min_K,Teff_max_K,logg_min,logg_max,is_GTO,rv_file,lc_file,has_rv,has_lc,InstBand_nominal,InstBand_ranged
J05366+112,2MASS J05363846+1117487,B,,84.1602422990605,11.2966132946989,05:36:38.46,+11:17:48.8,194.04995053012,-10.9808426328123,EDR3,M4.0 V,4.0,Lep13,3355.0,23.0,5.17,0.16,-0.2,0.1,Marf21,0.0089636,7.381e-05,Karmn,0.28023,0.00401,Karmn,0.27166,0.00992,Karmn,-3.32315505620128,0.03561343,-60.8384526381021,0.025285352,EDR3,87.3452704112214,0.0337545,EDR3,11.44881681,0.00442438,EDR3,21.5302761342914,0.0241495872189628,Lafa20,1.2265389,EDR3,-19.49665,0.02301,-7.70662,0.00604,-5.91408,0.00497,Karmn,0.0009970584768962,7.825360942298908e-05,Wol17,,,,,YD,Karmn,=,2.4,1.5,Rein18,,,,-2.962,0.021,Sche19,-3.912,0.003,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,14.146,0.04,UCAC4,12.7863,0.004,EDR3,13.281,0.03,UCAC4,,,,12.577,0.03,UCAC4,12.373,UCAC3,11.905,0.05,UCAC4,11.1966,0.0029,EDR3,10.427,0.05,UCAC4,9.9724,0.004,EDR3,9.78,US-B1,8.266,0.032,7.691,0.063,7.406,0.026,AAA,2M,7.239,0.032,7.072,0.02,6.969,0.017,6.786,0.087,AAAA,AllWISE,Wide,TOK255,156.50,,,J05365+113,,,,,,,CARMENES,No,,0.0,,FEROS,,FastCam,Alpha,GTO,,3339914973377653760,05363846+1117487,436248798,3332.0,3378.0,5.01,5.33,True,../data/CARM_VIS_RVs/J05366+112.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J05366+112/J05366+112_TESS_TIC436248798_S06.fits,True,True,none,He3-burning
J05365+113,V2689 Ori,A,208,84.1291143060555,11.3276183086465,05:36:30.99,+11:19:40.3,194.006894302083,-10.9911609463894,EDR3,M0.0 V,0.0,Lep13,4067.0,14.0,5.04,0.07,0.01,0.03,Marf21,0.0795238,0.0005392,Karmn,0.56801,0.00436,Karmn,0.5753,0.0131,Karmn,-2.81781520571778,0.024696462,-56.3497043977074,0.01743772,EDR3,87.529739914385,0.02423139,EDR3,11.42468835,0.00316277,EDR3,21.737,0.0185,Sou18,1.1343596,EDR3,-19.77492,0.01762,-7.55285,0.00457,-5.80868,0.00376,Karmn,0.0008350115619998,3.2846836984804384e-06,Wol17,,,,,YD,Karmn,=,3.8,1.5,Rein18,11.511099815368652,,CC21,-0.432,0.012,Sche19,-4.544,0.012,Sche19,J053632.0+111935,0.274,0.0258,-0.46,0.08,-0.46,0.16,16.09,1.51,0.0008927747115006,0.17,1RXS,RV-loud,Sad21,,,,,,,,,10.651,0.054,TYC2,10.285,0.03,UCAC4,9.0827,0.0035,EDR3,9.855,0.01,UCAC4,9.018,0.021,TYC2,9.223,0.17,UCAC4,8.447,UCAC3,9.052,0.13,UCAC4,8.1951,0.0028,EDR3,7.985,0.13,UCAC4,7.2668,0.004,EDR3,7.21,US-B1,6.126,0.023,5.436,0.024,5.269,0.023,AAA,2M,5.234,0.194,5.061,0.076,5.155,0.015,5.091,0.03,BAAA,AllWISE,Wide,TOK255,156.50,,,J05366+112,,,,,,,CARMENES+HARPS+UVES+SOPHIE,No,,0.0,,FEROS,,FastCam,Alpha,GTO,,3339921875389105152,05363099+1119401,436248822,4053.0,4081.0,4.97,5.11,True,../data/CARM_VIS_RVs/J05365+113.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J05365+113/J05365+113_TESS_TIC436248822_S06.fits,True,True,He3-burning,He3-burning
J05360-076,Wolf 1457,-,3357,84.0008208016167,-7.64749055072158,05:36:00.08,-07:38:58.4,211.243835259096,-20.2304984201411,EDR3,M4.0 V,4.0,PMSU,3422.0,29.0,4.81,0.08,-0.12,0.06,Marf21,0.0127221,8.048e-05,Karmn,0.3209,0.00553,Karmn,0.315,0.011,Karmn,110.246647726445,0.022796273,466.607934199986,0.01928185,EDR3,66.4425865605725,0.024265094,EDR3,15.05058806,0.00549653,EDR3,29.0862292584971,0.0240095241389022,Lafa20,1.2798513,EDR3,-43.46072,0.02059,4.52755,0.01451,10.33623,0.01011,Karmn,0.0608875102213289,0.0022446433491592,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.066,0.015,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.493,0.15,UCAC4,13.0804,0.003,EDR3,13.613,0.09,UCAC4,,,,12.874,0.11,UCAC4,12.421,UCAC4,12.247,0.07,UCAC4,11.4764,0.0028,EDR3,10.753,0.08,UCAC4,10.248,0.0038,EDR3,10.21,US-B1,8.464,0.023,7.825,0.04,7.567,0.024,AAA,2M,7.396,0.035,7.289,0.02,7.156,0.018,6.837,0.071,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,,,FastCam,Alpha,GTO,,3015684005638599168,05360007-0738580,388934726,3393.0,3451.0,4.73,4.89,True,../data/CARM_VIS_RVs/J05360-076.dat,<ambiguous>,True,True,He3-burning,He3-burning
J05348+138,Ross 46,-,3356,83.7166043039352,13.8778792478114,05:34:52.12,+13:52:46.7,191.574609895647,-10.0181868319538,EDR3,M3.5 V,3.5,PMSU,3464.0,28.0,4.85,0.08,-0.07,0.07,Marf21,0.015371,6.54e-05,Karmn,0.34423,0.00561,Karmn,0.3392,0.0113,Karmn,-118.620487002932,0.027121553,-396.571228652951,0.018325778,EDR3,83.9705585287,0.022582054,EDR3,11.90893591,0.00320265,EDR3,37.4162722227388,0.0250065876293516,Lafa20,1.0299894,EDR3,-30.00102,0.02418,-22.09652,0.00714,-23.61626,0.00572,Karmn,0.0493241409147096,0.0060015145406012,Wol17,,,,,YD,Karmn,<,2.0,,Rein18,,,,0.017,0.015,Sche19,,,,J053453.9+135243,0.0222,0.00886,-0.02,0.39,-0.92,1.16,1.82,0.73,0.0004617800080041,0.36,1RXS*,,,,,,,,,,,,,,13.362,0.03,UCAC4,12.0768,0.0032,EDR3,12.557,0.02,UCAC4,,,,11.816,0.03,UCAC4,11.428,UCAC4,11.221,0.04,UCAC4,10.6155,0.0028,EDR3,9.873,0.06,UCAC4,9.4283,0.0039,EDR3,9.24,US-B1,7.781,0.018,7.189,0.017,6.936,0.016,AAA,2M,6.763,0.074,6.589,0.023,6.545,0.016,6.342,0.074,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,,,FastCam,Alpha,GTO,,3341624061123288448,05345212+1352471,52373734,3436.0,3492.0,4.77,4.93,True,../data/CARM_VIS_RVs/J05348+138.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J05348+138/J05348+138_TESS_TIC52373734_S06.fits,True,True,He3-burning,He3-burning
J05337+019,V371 Ori,AB,207.1,83.4356371193283,1.94471918151234,05:33:44.80,+01:56:43.5,202.017334440469,-16.2795649976183,EDR3,M2.5 V,2.5,PMSU,3428.0,32.0,4.98,0.1,-0.06,0.07,Marf21,0.029467,0.000222,Karmn,0.48667,0.00927,Karmn,0.4895,0.0149,Karmn,-231.539311527615,0.045035437,-153.988752252907,0.03674498,EDR3,63.3597066746468,0.047742654,EDR3,15.78290135,0.01189269,EDR3,-0.88,1.65,Marf21,2.4280112,EDR3,,,,,,,,0.0280799741182659,0.0002636324219181,Wol17,,,,,,,=,9.8,1.5,Rein18,0.604772,6.36169e-05,Rev20,-5.0,0.04,Sche19,-3.554,0.003,Sche19,J053344.4+015644,0.505,0.0502,-0.18,0.09,-0.14,0.14,37.15,3.69,0.0093217993062972,1.8,1RXS,Flare,Ger99,,,,,,15.605,0.009,SDSS9,12.782,0.277,TYC2,13.003,0.04,UCAC4,11.681,0.0038,EDR3,12.202,0.03,UCAC4,11.611,0.129,TYC2,11.499,0.04,UCAC4,10.966,UCAC4,10.876,0.03,UCAC4,10.3797,0.0028,EDR3,9.643,0.03,UCAC4,9.2503,0.0038,EDR3,10.43,US-B1,7.764,0.023,7.147,0.053,6.855,0.021,AAA,2M,6.738,0.069,6.58,0.024,6.528,0.016,6.451,0.067,AAAA,AllWISE,SB1,,,,,,,,,,Karmn,,CARMENES+SOPHIE,No,,0.0,,FEROS,,(FastCam),Delta+,GTO,20-150Ma Shk09.,3223516063958808064,05334480+0156434,220044948,3396.0,3460.0,4.880000000000001,5.08,True,../data/CARM_VIS_RVs/J05337+019.dat,<ambiguous>,True,True,He3-burning,He3-burning
J05314-036,HD 36395,-,205,82.8675411147628,-3.68652760190531,05:31:27.40,-03:40:38.0,206.945077778641,-19.448853668653,EDR3,M1.5 V,1.5,AF15a,3850.0,27.0,4.71,0.18,0.05,0.08,Marf21,0.065176,0.003932,Karmn,0.5738,0.0191,Karmn,0.5815,0.0236,Karmn,761.630901597857,0.01798819,-2092.20871983728,0.013469684,EDR3,175.313136551119,0.020392798,EDR3,5.70407911,0.00066351,EDR3,8.631,0.0132,Sou18,0.96368384,EDR3,22.1163,0.01165,-55.71519,0.00749,-10.28884,0.00563,Karmn,0.6434354214027763,0.0035610157005561,Wol17,,,,,D,Karmn,<,2.0,,Rein18,33.8,0.6,DA19,0.101,0.019,Sche19,,,,J053127.0-034013,0.196,0.0225,-0.6,0.09,-0.19,0.28,10.05,1.15,0.0001970261323445,0.06,1RXS,,,,,,,,12.16,0.001,SDSS9,9.807,0.025,TYC2,9.459,0.06,UCAC4,8.1914,0.003,EDR3,9.455,0.36,UCAC4,8.134,0.013,TYC2,8.363,0.3,UCAC4,,,8.235,0.43,UCAC4,7.1083,0.0028,EDR3,6.892,0.32,UCAC4,6.0695,0.0039,EDR3,6.28,US-B1,4.72,,4.149,0.212,4.039,0.26,*CD,2M*,3.79,0.519,3.469,0.304,3.576,0.031,3.591,0.023,CBAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS+UVES+SOPHIE,No,,0.0,CAFOS,,TCP,FastCam [WD15],Alpha,GTO,A curious case: SpT and Teff do not match for a dwarf,3209938366665770752,05312734-0340356,50726077,3823.0,3877.0,4.53,4.89,True,../data/CARM_VIS_RVs/J05314-036.dat,<ambiguous>,True,True,He3-burning,He3-burning
J05280+096,Ross 41,-,203,81.9997684256221,9.64056849357986,05:28:00.15,+09:38:38.2,194.383335158461,-13.6547175045949,EDR3,M3.5 V,3.5,PMSU,3440.0,27.0,5.05,0.11,-0.16,0.09,Marf21,0.0067932,3.259e-05,Karmn,0.23205,0.00368,Karmn,0.2208,0.0094,Karmn,-191.343836131356,0.029150078,-756.836823792054,0.021179045,EDR3,97.8867754269512,0.02878483,EDR3,10.21588458,0.00300411,EDR3,60.611,0.0227,Sou18,1.0856308,EDR3,-44.30498,0.02167,-38.7948,0.01038,-40.4348,0.00805,Karmn,0.1516280182915937,0.0043023479353736,Wol17,,,,,D,Karmn,<,2.0,,Rein18,17.2,0.1,DA19,-0.048,0.01,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.041,0.02,UCAC4,12.6868,0.0029,EDR3,13.175,0.0,UCAC4,12.467,0.013,TYC2,12.448,0.01,UCAC4,12.037,UCAC4,11.88,0.07,UCAC4,11.1748,0.0028,EDR3,10.433,0.04,UCAC4,9.9765,0.0038,EDR3,,,8.311,0.021,7.84,0.033,7.542,0.017,AAA,2M,7.315,0.037,7.159,0.021,7.065,0.016,7.024,0.096,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,FEROS,,(FastCam) [WD15],Alpha,GTO,,3338097377577012480,05280015+0938382,365779699,3413.0,3467.0,4.94,5.16,True,../data/CARM_VIS_RVs/J05280+096.dat,<ambiguous>,True,True,He3-burning,He3-burning
J05127+196,GJ 192,-,192,78.1772625307203,19.6667253607489,05:12:42.23,+19:39:56.4,183.699719384848,-11.33268982464,EDR3,M2.0 V,2.0,PMSU,3599.0,13.0,4.91,0.11,-0.33,0.07,Marf21,0.0266469,0.0001491,Karmn,0.41987,0.00325,Karmn,0.419,0.011,Karmn,279.353796551396,0.02771226,240.88599949362,0.017663091,EDR3,82.3104296314985,0.020309998,EDR3,12.14912866,0.00299778,EDR3,-25.043,0.0191,Sou18,1.1119194,EDR3,20.21112,0.01871,3.65582,0.004,25.62442,0.00548,Karmn,0.0377591745128864,0.0002128080313526,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.044,0.013,Sche19,,,,,,,,,,,,,,,,,,,,20.481,0.18,GALEX,,,,12.249,0.256,TYC2,12.304,0.003,APASS9,11.0017,0.0029,EDR3,11.555,0.01,UCAC4,11.063,0.123,TYC2,10.789,0.029,APASS9,10.281,UCAC4,10.209,0.01,UCAC4,9.8145,0.0028,EDR3,9.075,0.01,UCAC4,8.7299,0.0038,EDR3,9.87,US-B1,7.299,0.024,6.695,0.04,6.47,0.024,AAA,2M,6.348,0.084,6.19,0.027,6.178,0.016,5.988,0.05,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+SOPHIE,No,,0.0,,,,FastCam [WD15],Alpha,GTO,,3407785622839603968,05124223+1939566,467611768,3586.0,3612.0,4.8,5.0200000000000005,True,../data/CARM_VIS_RVs/J05127+196.dat,,True,False,He3-burning,He3-burning
J05084-210,2MASS J05082729-2101444,-,,77.113896193288,-21.0290495629041,05:08:27.30,-21:01:44.4,222.020139892472,-31.6324169304914,EDR3,M5.0 V,5.0,Ria06,3233.0,22.0,4.52,0.1,-0.38,0.07,Marf21,0.0389888,0.0004017,Karmn,0.62938,0.00916,Karmn,0.6401,0.0163,Karmn,34.3127323470901,0.04479343,-12.6780835162841,0.05328912,EDR3,20.7027060149651,0.059447605,EDR3,48.30286433,0.13870117,EDR3,22.2139438474249,0.229823776629699,Lafa20,2.8634322,EDR3,-12.95054,0.14585,-18.91154,0.13205,-6.185,0.12224,Karmn,0.0003733727186807,5.4822044011476346e-05,Wol17,LA,Karmn,bet Pic,Malo14,YD,Karmn,=,25.2,2.5,Rein18,0.280463,1e-05,Rev20,-17.39,0.09,Sche19,-3.2835,0.0021,Sche19,J050827.3-210130,0.0518,0.013,-0.24,0.22,0.1,0.36,3.65,0.91,0.0055228890601414,2.7,1RXS,RV-loud,Sad21,,,19.916,0.14,GALEX,,,,,,,15.94,0.82,UCAC4,15.1016,0.0052,EDR3,15.36,0.4,UCAC4,,,,14.665,0.37,UCAC4,14.581,UCAC4,14.095,0.28,UCAC4,13.0681,0.0029,EDR3,12.316,0.05,UCAC4,11.7321,0.0043,EDR3,11.44,US-B1,9.716,0.024,9.111,0.022,8.833,0.019,AAA,2M,8.611,0.023,8.334,0.02,8.211,0.021,8.266,0.239,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,,,(Astralux),Beta,GTO,,2962794236080240128,05082729-2101444,146539195,3211.0,3255.0,4.42,4.619999999999999,True,../data/CARM_VIS_RVs/J05084-210.dat,<ambiguous>,True,True,none,none
J05062+046,RX J0506.2+0439,-,,76.5539939966762,4.6571517275671,05:06:12.93,+04:39:27.2,195.902565290024,-20.8596214219293,EDR3,M4.0 V,4.0,AF15a,3134.0,42.0,4.72,0.19,0.1,0.16,Marf21,0.0282424,0.0001862,Karmn,0.57,0.0154,Karmn,0.5775,0.0204,Karmn,30.1572542433956,0.030088838,-89.8643942679039,0.021962626,EDR3,36.1922198566113,0.027738005,EDR3,27.63024772,0.02117604,EDR3,19.0827463666692,0.0756046894955085,Lafa20,1.2993697,EDR3,-12.88897,0.06806,-16.25967,0.02089,-9.36991,0.0276,Karmn,0.0030126537932112,0.0001839606874012,Wol17,LA/IC,Karmn,bet Pic,Schl12a,YD,Karmn,=,24.9,2.5,Rein18,0.887101,0.00013265834,Rev20,-7.17,0.04,Sche19,-3.528,0.002,Sche19,J050613.3+043941,0.144,0.0209,-0.38,0.12,-0.1,0.24,9.07,1.32,0.0065326476351797,1.88,1RXS,RV-loud,Sad21,,,,,,,,,,,,14.985,0.05,UCAC4,13.6692,0.005,EDR3,14.136,0.04,UCAC4,,,,13.457,0.04,UCAC4,13.287,UCAC3,12.816,0.04,UCAC4,11.9918,0.0029,EDR3,11.219,0.02,UCAC4,10.7349,0.0043,EDR3,10.43,US-B1,8.909,0.02,8.341,0.042,8.067,0.024,AAA,2M,7.933,0.026,7.74,0.02,7.617,0.018,7.351,0.122,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,CAFOS,FEROS,,(Astralux),Alpha,GTO,,3238965099979863296,05061292+0439272,455029978,3092.0,3176.0,4.529999999999999,4.91,True,../data/CARM_VIS_RVs/J05062+046.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J05062+046/J05062+046_TESS_TIC455029978_S05.fits,True,True,none,none
J05033-173,LP 776-046,-,3325,75.8326222351371,-17.3755100856729,05:03:20.08,-17:22:24.7,217.507211047175,-31.4755854309535,EDR3,M3.0 V,3.0,PMSU,3464.0,27.0,5.08,0.1,-0.13,0.09,Marf21,0.0093548,5.378e-05,Karmn,0.26854,0.00426,Karmn,0.25933,0.00994,Karmn,-228.287154866008,0.025345061,-444.685087285382,0.02708879,EDR3,108.273247014755,0.039790057,EDR3,9.23589185,0.00339416,EDR3,15.467,0.0019,Sou18,1.16032,EDR3,5.1317,0.0054,-14.23034,0.00513,-22.12122,0.00393,Karmn,0.0532075381678537,0.0001697432004025,Wol17,,,,,YD,Karmn,<,2.0,,Rein18,,,,-0.01,0.007,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.372,0.02,UCAC4,11.9837,0.0029,EDR3,12.498,0.04,UCAC4,11.752,0.007,TYC2,11.76,0.03,UCAC4,11.401,UCAC3,11.128,0.01,UCAC4,10.5617,0.0028,EDR3,9.805,0.09,UCAC4,9.385,0.0038,EDR3,,,7.819,0.023,7.242,0.034,6.936,0.021,AAA,2M,6.803,0.069,6.615,0.022,6.553,0.015,6.427,0.06,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,,,FastCam [WD15],Alpha,GTO,,2976850598890749824,05032009-1722245,169304560,3437.0,3491.0,4.98,5.18,True,../data/CARM_VIS_RVs/J05033-173.dat,<ambiguous>,True,True,He3-burning,He3-burning
J05019-069,LP 656-038,-,3323,75.4868052125233,-6.94858740902785,05:01:57.43,-06:56:46.4,206.431568454767,-27.4745299579562,EDR3,M4.0 V,4.0,PMSU,3284.0,27.0,5.13,0.13,-0.21,0.13,Marf21,0.0036473,2.405e-05,Karmn,0.18657,0.00313,Karmn,0.17282,0.00887,Karmn,-551.746434914987,0.02649439,-533.648216597346,0.020725613,EDR3,186.046627793591,0.027749853,EDR3,5.37499664,0.00080171,EDR3,42.309,0.0977,Sou18,1.1008298,EDR3,-23.34112,0.07763,-17.99483,0.03863,-36.11038,0.04511,Karmn,0.0736798000457952,0.000601936669169,Wol17,,,,,D,Karmn,<,2.0,,Rein18,88.5,,Kira12,-0.638,0.012,Sche19,-4.579,0.008,Sche19,J050157.6-065641,0.104,0.019,-0.67,0.12,0.16,0.4,4.95,0.9,0.0010836437462446,0.4,1RXS,,,,,,,,,,,,,,13.922,0.03,UCAC4,12.4132,0.0044,EDR3,12.994,0.04,UCAC4,,,,12.166,0.03,UCAC4,11.783,UCAC4,11.526,0.02,UCAC4,10.6493,0.0029,EDR3,9.843,0.04,UCAC4,9.3805,0.004,EDR3,9.1,US-B1,7.617,0.032,7.065,0.046,6.736,0.024,AAA,2M,6.548,0.084,6.281,0.026,6.218,0.015,6.091,0.06,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,Yes,AD17b,2.0,,FEROS BIS+005d,,(Astralux),Alpha,GTO,,3187115498866675456,05015746-0656459,43605290,3257.0,3311.0,5.0,5.26,True,../data/CARM_VIS_RVs/J05019-069.dat,<ambiguous>,True,True,none,He3-burning
J05019+011,1RXS J050156.7+010845,-,,75.4862338403874,1.14484712280584,05:01:56.66,+01:08:42.9,198.566262763785,-23.5788710142525,EDR3,M4.0 V,4.0,AF15a,3217.0,75.0,4.66,0.18,-0.2,0.26,Marf21,0.0338276,0.0002043,Karmn,0.5921,0.0277,Karmn,0.6007,0.0318,Karmn,34.3015274820328,0.038871318,-90.7608252800027,0.03082193,EDR3,39.5444012653831,0.035462417,EDR3,25.28802986,0.02267766,EDR3,19.7059484230428,0.0314032057039094,Lafa20,1.5869588,EDR3,-12.72618,0.02773,-16.36812,0.01257,-9.68191,0.01426,Karmn,0.002369185972802,0.0001561771721964,Wol17,LA/IC,Karmn,bet Pic,Schl12a,YD,Karmn,=,6.5,1.5,Rein18,2.079359,0.0003463575,Rev20,-6.356,0.019,Sche19,-3.5805,0.0013,Sche19,J050156.7+010845,0.23,0.0271,-0.29,0.1,-0.07,0.19,15.58,1.84,0.0078872027950723,1.82,1RXS,Flare? - RV-loud,Ger99 - Sad21,,,,,,15.976,0.006,SDSS9,,,,14.385,0.08,UCAC4,13.1257,0.0039,EDR3,13.587,0.04,UCAC4,,,,12.859,0.03,UCAC4,12.73,UCAC3,12.287,0.02,UCAC4,11.5125,0.0029,EDR3,10.761,0.02,UCAC4,10.2678,0.004,EDR3,9.9,US-B1,8.526,0.026,7.931,0.026,7.677,0.024,AAA,2M,7.506,0.032,7.334,0.021,7.237,0.018,7.059,0.102,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,CAFOS,CAFE FEROS,,(Astralux),Alpha,GTO,,3228854506445679616,05015665+0108429,269077806,3142.0,3292.0,4.48,4.84,True,../data/CARM_VIS_RVs/J05019+011.dat,<ambiguous>,True,True,none,none
J04588+498,BD+49 1280,-,181,74.7115019090224,49.8487842624752,04:58:50.57,+49:50:57.4,157.701388648694,4.46242895331691,EDR3,M0.0 V,0.0,PMSU,3983.0,13.0,5.07,0.08,0.02,0.03,Marf21,0.07984,0.00042,Karmn,0.59338,0.00418,Karmn,0.6021,0.0134,Karmn,112.255960704334,0.027255211,-113.154085007758,0.019796059,EDR3,60.1852002888368,0.019767715,EDR3,16.61538045,0.00545729,EDR3,-33.79,0.0055,Sou18,0.93896073,EDR3,26.54221,0.00524,-24.36215,0.0038,-1.17129,0.00352,Karmn,0.00964654842645,5.217593076950882e-05,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,-0.054,0.007,Sche19,,,,J045847.8+495054,0.0231,0.00885,-0.84,0.16,-1.0,3.36,0.89,0.34,0.0001046701362485,0.07,1RXS,,,,,18.279,0.045,GALEX,,,,11.829,0.11,TYC2,11.255,0.04,UCAC4,10.017,0.0029,EDR3,10.577,0.02,UCAC4,9.948,0.038,TYC2,9.819,0.05,UCAC4,9.196,UCAC3,9.316,0.07,UCAC4,9.0859,0.0028,EDR3,8.481,0.02,UCAC4,8.1294,0.0038,EDR3,8.08,US-B1,6.925,0.02,6.241,0.031,6.104,0.02,AAA,2M,6.037,0.117,5.939,0.042,5.966,0.015,5.853,0.043,BAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+SOPHIE,No,,0.0,,CAFEbis,,FastCam,Alpha,GTO,,256487136159035136,04585058+4950572,354432728,3970.0,3996.0,4.99,5.15,True,../data/CARM_VIS_RVs/J04588+498.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J04588+498/J04588+498_TESS_TIC354432728_S19.fits,True,True,He3-burning,He3-burning
J04538-177,GJ 180,-,180,73.4601565714967,-17.7762835029985,04:53:49.98,-17:46:24.3,216.969649527292,-33.7274400844432,EDR3,M2.0 V,2.0,PMSU,3582.0,17.0,5.04,0.11,-0.32,0.08,Marf21,0.0237784,0.0001185,Karmn,0.4004,0.00393,Karmn,0.398,0.011,Karmn,408.572731053709,0.012086365,-644.456853765182,0.012502593,EDR3,83.6896653370463,0.015969025,EDR3,11.94890667,0.00228,EDR3,-14.478,0.0008,Sou18,1.1063225,EDR3,31.4061,0.00515,-29.43472,0.00514,15.00077,0.00408,Karmn,0.159848215293603,0.0005745872916951,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.036,0.01,Sche19,,,,,,,,,,,,,,,,,,,,20.383,0.138,GALEX,,,,13.103,0.264,TYC2,12.436,0.04,UCAC4,11.1358,0.0028,EDR3,11.639,0.04,UCAC4,11.038,0.062,TYC2,10.914,0.03,UCAC4,10.482,UCAC3,10.299,0.05,UCAC4,9.9382,0.0028,EDR3,9.291,0.05,UCAC4,8.851,0.0038,EDR3,9.15,US-B1,7.413,0.02,6.86,0.038,6.598,0.021,AAA,2M,6.45,0.066,6.289,0.026,6.229,0.015,6.159,0.046,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,Yes,Tuo14,2.0,,,,FastCam [WD15],Alpha,GTO,,2979590513145784192,04534995-1746235,246902275,3565.0,3599.0,4.93,5.15,True,../data/CARM_VIS_RVs/J04538-177.dat,<ambiguous>,True,True,He3-burning,He3-burning
